,epoch,loss
0,0,0.6457755234479904
1,1,0.6403034873843193
2,2,0.6390990174651145
3,3,0.6383283083558082
4,4,0.6377394544005394
5,5,0.637260024690628
6,6,0.6368482187032699
7,7,0.6364906231045723
8,8,0.6361520058751107
9,9,0.6358553515315056
10,10,0.6355661938905716
11,11,0.6353066949367523
12,12,0.6350440231919289
13,13,0.6347922084212303
14,14,0.6345565751433373
15,15,0.634354000222683
16,16,0.634322442305088
