,epoch,loss
0,0,0.41002449717521666
1,1,0.3658007218837738
2,2,0.33347737580537795
3,3,0.31292223501205446
4,4,0.29884179791212084
5,5,0.2886299085259438
6,6,0.28088538583517075
7,7,0.27484508632421495
8,8,0.2699624329328537
9,9,0.26599337515830995
10,10,0.262628114259243
11,11,0.2596014419555664
12,12,0.25702274787425994
13,13,0.25486135547161104
14,14,0.25276351623535154
15,15,0.2509168825030327
16,16,0.24911246423721314
17,17,0.2475218456149101
18,18,0.24604924578666687
19,19,0.2446549780845642
20,20,0.24327419502735137
21,21,0.2420675277233124
22,22,0.24091373909711838
23,23,0.2396746098279953
24,24,0.23858598482608795
25,25,0.23749775104522705
26,26,0.2365560217857361
27,27,0.23562631837129594
28,28,0.2346083777785301
29,29,0.23373228610754013
30,30,0.23157815583944322
31,31,0.2312481642127037
32,32,0.2311195706486702
